tvBench_id,db_id,chart,hardness,query,question,vega_zero
2830@y_name@ASC,station_weather,Bar,Medium,"Visualize BAR SELECT local_authority , COUNT(local_authority) FROM station GROUP BY local_authority ORDER BY COUNT(local_authority) ASC","Compare the number of the local authority by the local authority , and could you show by the total number in ascending ?",mark bar data station encoding x local_authority y aggregate count local_authority transform group x sort y asc
2828@y_name@DESC,station_weather,Stacked Bar,Hard,"Visualize BAR SELECT services , COUNT(services) FROM station GROUP BY local_authority ,  services ORDER BY COUNT(services) DESC","Stacked bar of services and how many services colored by local_authority , and order by the y axis in desc .",mark bar data station encoding x services y aggregate count services color local_authority transform group x sort y desc
2922@x_name@DESC,swimming,Bar,Easy,"Visualize BAR SELECT meter_600 , ID FROM swimmer ORDER BY meter_600 DESC","Find meter_600 and ID , and visualize them by a bar chart , rank by the x axis from high to low .",mark bar data swimmer encoding x meter_600 y aggregate none id transform sort x desc
1554,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , SUM(DEPARTMENT_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' BIN HIRE_DATE BY WEEKDAY","For all employees who have the letters D or S in their first name , visualize a bar chart about the distribution of hire_date and the sum of department_id bin hire_date by weekday .",mark bar data employees encoding x hire_date y aggregate sum department_id transform filter first_name like '%d%' or first_name like '%s%' bin x by weekday
958,customers_and_invoices,Scatter,Easy,"Visualize SCATTER SELECT count(*) , customer_id FROM Accounts GROUP BY customer_id",A scatter chart about how many accounts does each customer have ? List the number and customer id .,mark point data accounts encoding x count(*) y aggregate none customer_id transform group customer_id
3192@y_name@DESC,voter_1,Bar,Medium,"Visualize BAR SELECT state , COUNT(state) FROM votes GROUP BY state ORDER BY COUNT(state) DESC","Bar chart of the number of state from each state , and show by the y-axis in descending .",mark bar data votes encoding x state y aggregate count state transform group x sort y desc
2546,pets_1,Pie,Easy,"Visualize PIE SELECT PetType , max(pet_age) FROM pets GROUP BY PetType",Find the maximum age for each type of pet . Visualize them as a pie chart .,mark arc data pets encoding x pettype y aggregate max pet_age transform group x
1400,flight_1,Pie,Easy,"Visualize PIE SELECT origin , COUNT(origin) FROM Flight GROUP BY origin",Show me the proportion of the number of flights by each origin city with a pie chart .,mark arc data flight encoding x origin y aggregate count origin transform group x
1408@x_name@DESC,flight_1,Bar,Medium,"Visualize BAR SELECT destination , count(*) FROM Flight GROUP BY destination ORDER BY destination DESC","Draw a bar chart for what are the destinations and number of flights to each one ? , and I want to display in desc by the x axis .",mark bar data flight encoding x destination y aggregate count destination transform group x sort x desc
1617@x_name@ASC,hr_1,Line,Hard,"Visualize LINE SELECT HIRE_DATE , DEPARTMENT_ID FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 ORDER BY HIRE_DATE ASC","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , show me about the change of department_id over hire_date in a line chart , rank by the HIRE_DATE in asc .","mark line data employees encoding x hire_date y aggregate none department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort x asc"
2473@y_name@ASC,network_2,Bar,Medium,"Visualize BAR SELECT gender , avg(age) FROM Person GROUP BY gender ORDER BY avg(age) ASC","Return a bar chart on what is the average age for each gender ? , and rank by the y-axis from low to high .",mark bar data person encoding x gender y aggregate mean age transform group x sort y asc
1766,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE hire_date < '2002-06-21' BIN HIRE_DATE BY WEEKDAY","For those employees who was hired before 2002-06-21 , give me the comparison about the sum of salary over the hire_date bin hire_date by weekday by a bar chart .",mark bar data employees encoding x hire_date y aggregate sum salary transform filter hire_date < '2002-06-21' bin x by weekday
2919@y_name@ASC,swimming,Bar,Easy,"Visualize BAR SELECT meter_400 , meter_100 FROM swimmer ORDER BY meter_100 ASC","Bar graph to show meter_100 from different meter 400 , and could you display by the y axis in asc ?",mark bar data swimmer encoding x meter_400 y aggregate none meter_100 transform sort y asc
1564@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(MANAGER_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID ORDER BY SUM(MANAGER_ID) ASC","For all employees who have the letters D or S in their first name , visualize a bar chart about the distribution of job_id and the sum of manager_id , and group by attribute job_id , order by the y-axis from low to high .",mark bar data employees encoding x job_id y aggregate sum manager_id transform filter first_name like '%d%' or first_name like '%s%' group x sort y asc
1069@x_name@ASC,debate,Bar,Medium,"Visualize BAR SELECT Party , COUNT(*) FROM people GROUP BY Party ORDER BY Party ASC","Show different parties of people along with the number of people in each party Plot them as bar chart , and I want to list by the x axis in asc .",mark bar data people encoding x party y aggregate count party transform group x sort x asc
324@x_name@DESC,bike_1,Line,Medium,"Visualize LINE SELECT installation_date , COUNT(installation_date) FROM station GROUP BY installation_date ORDER BY installation_date DESC","Show me a line chart of how how many installation date change over the installation date , and order x axis from high to low order .",mark line data station encoding x installation_date y aggregate count installation_date transform group x sort x desc
3104@y_name@DESC,university_basketball,Bar,Medium,"Visualize BAR SELECT All_Home , SUM(School_ID) FROM basketball_match GROUP BY All_Home ORDER BY SUM(School_ID) DESC","Give me the comparison about the sum of School_ID over the All_Home , and group by attribute All_Home , display by the y axis in descending .",mark bar data basketball_match encoding x all_home y aggregate sum school_id transform group x sort y desc
2646,race_track,Bar,Medium,"Visualize BAR SELECT Name , Seating FROM track WHERE year_opened > 2000 ORDER BY seating","Return a bar chart on what are the names and seatings for all tracks opened after 2000 , ordered by seating ?",mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 sort y
3045@y_name@ASC,train_station,Bar,Medium,"Visualize BAR SELECT Location , SUM(Number_of_Platforms) FROM station GROUP BY Location ORDER BY SUM(Number_of_Platforms) ASC","Give me a bar chart about the number of platforms in different locations , show total number in asc order .",mark bar data station encoding x location y aggregate sum number_of_platforms transform group x sort y asc
1580@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , COUNT(HIRE_DATE) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40  ORDER BY COUNT(HIRE_DATE) ASC BIN HIRE_DATE BY MONTH","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , find hire_date and the amount of hire_date bin hire_date by time , and visualize them by a bar chart , could you show in ascending by the y axis ?","mark bar data employees encoding x hire_date y aggregate count hire_date transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort y asc bin x by month"
3119@y_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Neutral , School_ID FROM basketball_match ORDER BY School_ID DESC","Create a bar chart showing school_id across all neutral , and rank by the School_ID from high to low .",mark bar data basketball_match encoding x all_neutral y aggregate none school_id transform sort y desc
338,bike_1,Pie,Easy,"Visualize PIE SELECT city , COUNT(*) FROM station GROUP BY city",Compute the total the total number across city as a pie chart .,mark arc data station encoding x city y aggregate count city transform group x
1768,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , SUM(MANAGER_ID) FROM employees WHERE hire_date < '2002-06-21' BIN HIRE_DATE BY WEEKDAY","For those employees who was hired before 2002-06-21 , show me about the distribution of hire_date and the sum of manager_id bin hire_date by weekday in a bar chart .",mark bar data employees encoding x hire_date y aggregate sum manager_id transform filter hire_date < '2002-06-21' bin x by weekday
2962@y_name@DESC,tracking_grants_for_research,Bar,Medium,"Visualize BAR SELECT date_from , COUNT(date_from) FROM Project_Staff ORDER BY COUNT(date_from) DESC BIN date_from BY WEEKDAY","Plot how many date from by grouped by date from as a bar graph , and I want to list in descending by the total number .",mark bar data project_staff encoding x date_from y aggregate count date_from transform sort y desc bin x by weekday
771@x_name@DESC,cre_Doc_Tracking_DB,Line,Medium,"Visualize LINE SELECT Date_in_Location_From , COUNT(Date_in_Location_From) FROM Document_locations  ORDER BY Date_in_Location_From DESC BIN Date_in_Location_From BY YEAR","Show the number of documents in different starting date and bin starting date by year interval with a line chart , and list x axis in descending order .",mark line data document_locations encoding x date_in_location_from y aggregate count date_in_location_from transform sort x desc bin x by year
1791,hr_1,Line,Easy,"Visualize LINE SELECT HIRE_DATE , DEPARTMENT_ID FROM employees WHERE hire_date < '2002-06-21'","For those employees who was hired before 2002-06-21 , show me about the change of department_id over hire_date in a line chart .",mark line data employees encoding x hire_date y aggregate none department_id transform filter hire_date < '2002-06-21'
3038@y_name@ASC,train_station,Bar,Medium,"Visualize BAR SELECT Name , COUNT(Name) FROM train GROUP BY Name ORDER BY COUNT(Name) ASC","Visualize a bar chart , group by name and compute each group's total number , could you show by the the number of name in ascending ?",mark bar data train encoding x name y aggregate count name transform group x sort y asc
1436@x_name@ASC,formula_1,Bar,Hard,"Visualize BAR SELECT location , circuitId FROM circuits WHERE country = ""France"" OR country = ""Belgium"" ORDER BY location ASC","Display a bar chart for what are the ids and locations of all circuits in France or Belgium ? , and order by the bar in asc .","mark bar data circuits encoding x location y aggregate none circuitid transform filter country = ""france"" or country = ""belgium"" sort x asc"
3280,wrestler,Pie,Easy,"Visualize PIE SELECT Location , COUNT(Location) FROM wrestler GROUP BY Location",A pie chart shows the proportion of the number of locations of the wrestlers .,mark arc data wrestler encoding x location y aggregate count location transform group x
1592@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40  ORDER BY SUM(SALARY) ASC BIN HIRE_DATE BY WEEKDAY","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , find hire_date and the sum of salary bin hire_date by weekday , and visualize them by a bar chart , and I want to list in ascending by the Y please .","mark bar data employees encoding x hire_date y aggregate sum salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort y asc bin x by weekday"
2648,race_track,Bar,Easy,"Visualize BAR SELECT Class , count(*) FROM race GROUP BY CLASS",Show the race class and number of races in each class with a bar chart .,mark bar data race encoding x class y aggregate count class transform group x
2756@x_name@DESC,ship_mission,Stacked Bar,Hard,"Visualize BAR SELECT Type , COUNT(Type) FROM ship GROUP BY Nationality ,  Type ORDER BY Type DESC","What is the total number of every ship type by categorizing by nationality ? , list from high to low by the x axis .",mark bar data ship encoding x type y aggregate count type color nationality transform group x sort x desc
2963,tracking_grants_for_research,Bar,Easy,"Visualize BAR SELECT date_to , COUNT(date_to) FROM Project_Staff BIN date_to BY WEEKDAY",When do all the researcher role staff stop working ? Bin the time into weekday interval and count them with a bar chart .,mark bar data project_staff encoding x date_to y aggregate count date_to transform bin x by weekday
3132@x_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT Team_Name , ACC_Percent FROM basketball_match ORDER BY Team_Name DESC","Plot acc_percent by grouped by team name as a bar graph , list from high to low by the Team_Name .",mark bar data basketball_match encoding x team_name y aggregate none acc_percent transform sort x desc
1553,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(MANAGER_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' BIN HIRE_DATE BY WEEKDAY","For all employees who have the letters D or S in their first name , return a bar chart about the distribution of hire_date and the average of manager_id bin hire_date by weekday .",mark bar data employees encoding x hire_date y aggregate mean manager_id transform filter first_name like '%d%' or first_name like '%s%' bin x by weekday
341@y_name@DESC,bike_1,Bar,Hard,"Visualize BAR SELECT date , COUNT(date) FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31  ORDER BY COUNT(date) DESC BIN date BY WEEKDAY","What are the dates that have an average sea level pressure between 303 and 31 , and count them by a bar chart , sort the number of date in descending order .",mark bar data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 sort y desc bin x by weekday
531@y_name@DESC,college_1,Bar,Easy,"Visualize BAR SELECT DEPT_CODE , max(stu_gpa) FROM student GROUP BY DEPT_CODE ORDER BY max(stu_gpa) DESC","Show me maximal stu gpa by dept code in a histogram , and order by the total number from high to low .",mark bar data student encoding x dept_code y aggregate max stu_gpa transform group x sort y desc
3193,voter_1,Pie,Easy,"Visualize PIE SELECT state , SUM(vote_id) FROM votes GROUP BY state","List the states of all votes , compute the total number of states , and sum their vote id with a pie chart .",mark arc data votes encoding x state y aggregate sum vote_id transform group x
2740,ship_1,Bar,Easy,"Visualize BAR SELECT Class , avg(age) FROM captain GROUP BY CLASS",What is the average age of captains in different classes ?,mark bar data captain encoding x class y aggregate mean age transform group x
3116@x_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Road , Team_ID FROM basketball_match ORDER BY All_Road DESC","Return a bar chart about the distribution of All_Road and Team_ID , show by the bars from high to low .",mark bar data basketball_match encoding x all_road y aggregate none team_id transform sort x desc
2459@x_name@DESC,network_2,Bar,Medium,"Visualize BAR SELECT job , avg(age) FROM Person GROUP BY job ORDER BY job DESC","How old is the average person for each job Show bar chart , list X-axis in descending order .",mark bar data person encoding x job y aggregate mean age transform group x sort x desc
366,book_2,Bar,Medium,"Visualize BAR SELECT Publication_Date , COUNT(Publication_Date) FROM publication GROUP BY Publication_Date ORDER BY Price DESC","What are the dates of publications in descending order of price , and count them by a bar chart",mark bar data publication encoding x publication_date y aggregate count publication_date transform group x sort price desc
47@x_name@ASC,allergy_1,Bar,Medium,"Visualize BAR SELECT AllergyType , COUNT(AllergyType) FROM Allergy_type GROUP BY AllergyType ORDER BY AllergyType ASC","What is the number of each allergie type ? Return a bar chart , and could you order by the x-axis from low to high ?",mark bar data allergy_type encoding x allergytype y aggregate count allergytype transform group x sort x asc
3146@x_name@ASC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Neutral , All_Games_Percent FROM basketball_match ORDER BY All_Neutral ASC","Give me the comparison about All_Games_Percent over the All_Neutral by a bar chart , and order by the x axis in asc please .",mark bar data basketball_match encoding x all_neutral y aggregate none all_games_percent transform sort x asc
2856@y_name@ASC,store_1,Bar,Hard,"Visualize BAR SELECT billing_state , COUNT(*) FROM invoices WHERE billing_country = ""USA"" GROUP BY billing_state ORDER BY COUNT(*) ASC","How many invoices were billed from each state Plot them as bar chart , and order by the Y-axis from low to high .","mark bar data invoices encoding x billing_state y aggregate count billing_state transform filter billing_country = ""usa"" group x sort y asc"
1583@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(EMPLOYEE_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40  ORDER BY AVG(EMPLOYEE_ID) DESC BIN HIRE_DATE BY MONTH","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , find hire_date and the average of employee_id bin hire_date by time , and visualize them by a bar chart , and could you rank y-axis from high to low order please ?","mark bar data employees encoding x hire_date y aggregate mean employee_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort y desc bin x by month"
1495,game_injury,Line,Easy,"Visualize LINE SELECT Season , COUNT(Season) FROM game BIN Season BY YEAR",Plot season by how many season as a line chart,mark line data game encoding x season y aggregate count season transform bin x by year
3238@y_name@ASC,wine_1,Bar,Medium,"Visualize BAR SELECT Grape , count(*) FROM WINE GROUP BY Grape ORDER BY count(*) ASC","Return a bar chart on how many wines are there for each grape ? , order by the Y from low to high .",mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc
621@x_name@ASC,college_2,Bar,Medium,"Visualize BAR SELECT dept_name , sum(credits) FROM course GROUP BY dept_name ORDER BY dept_name ASC","Find the total credits of courses provided by different department Plot them as bar chart , could you sort in ascending by the x-axis ?",mark bar data course encoding x dept_name y aggregate sum credits transform group x sort x asc
2755@y_name@DESC,ship_mission,Stacked Bar,Hard,"Visualize BAR SELECT Nationality , COUNT(Nationality) FROM ship GROUP BY Type ,  Nationality ORDER BY COUNT(Nationality) DESC","What is the total number of ships with different nationalities and ship types ? , sort in descending by the total number .",mark bar data ship encoding x nationality y aggregate count nationality color type transform group x sort y desc
1334@y_name@ASC,employee_hire_evaluation,Stacked Bar,Extra Hard,"Visualize BAR SELECT Start_from , AVG(Employee_ID) FROM hiring GROUP BY Is_full_time ORDER BY AVG(Employee_ID) ASC BIN Start_from BY WEEKDAY","Return a bar chart about the distribution of Start_from and the average of Employee_ID , and group by attribute Is_full_time and bin start_from by weekday , and sort in ascending by the y-axis please .",mark bar data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform sort y asc bin x by weekday
1553,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(MANAGER_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' BIN HIRE_DATE BY WEEKDAY","For all employees who have the letters D or S in their first name , a bar chart shows the distribution of hire_date and the average of manager_id bin hire_date by weekday .",mark bar data employees encoding x hire_date y aggregate mean manager_id transform filter first_name like '%d%' or first_name like '%s%' bin x by weekday
1257,e_learning,Scatter,Easy,"Visualize SCATTER SELECT author_id , author_tutor_ATB FROM Course_Authors_and_Tutors ORDER BY personal_name",Draw a scatter chart about the correlation between author_id and author_tutor_ATB .,mark point data course_authors_and_tutors encoding x author_id y aggregate none author_tutor_atb transform sort personal_name
1975@x_name@DESC,inn_1,Bar,Hard,"Visualize BAR SELECT decor , count(*) FROM Rooms WHERE bedType = ""King"" GROUP BY decor ORDER BY decor DESC","how many rooms have king beds ? Report the number for each decor type , and could you list x-axis from high to low order ?","mark bar data rooms encoding x decor y aggregate count decor transform filter bedtype = ""king"" group x sort x desc"
34@x_name@DESC,aircraft,Bar,Medium,"Visualize BAR SELECT Description , COUNT(Description) FROM aircraft GROUP BY Description ORDER BY Description DESC","Draw a bar chart of description versus the number of description , show by the x-axis in descending .",mark bar data aircraft encoding x description y aggregate count description transform group x sort x desc
432,car_1,Scatter,Easy,"Visualize SCATTER SELECT max(Accelerate) , Cylinders FROM CARS_DATA",What is the maximum accelerate for different number of cylinders . Show scatter chart .,mark point data cars_data encoding x max(accelerate) y aggregate none cylinders
274,behavior_monitoring,Scatter,Easy,"Visualize SCATTER SELECT student_id , address_id FROM Student_Addresses ORDER BY monthly_rental DESC",Draw a scatter chart about the correlation between student_id and address_id .,mark point data student_addresses encoding x student_id y aggregate none address_id transform sort monthly_rental desc
3179,university_basketball,Grouping Scatter,Easy,"Visualize SCATTER SELECT Team_ID , ACC_Percent FROM basketball_match GROUP BY All_Road","Return a scatter chart about the correlation between Team_ID and ACC_Percent , and group by attribute All_Road .",mark point data basketball_match encoding x team_id y aggregate none acc_percent transform group all_road
3137@x_name@ASC,university_basketball,Bar,Easy,"Visualize BAR SELECT ACC_Regular_Season , All_Games_Percent FROM basketball_match ORDER BY ACC_Regular_Season ASC","Give me the comparison about All_Games_Percent over the ACC_Regular_Season by a bar chart , show X from low to high order .",mark bar data basketball_match encoding x acc_regular_season y aggregate none all_games_percent transform sort x asc
1566,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(DEPARTMENT_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID","For all employees who have the letters D or S in their first name , give me the comparison about the sum of department_id over the job_id , and group by attribute job_id .",mark bar data employees encoding x job_id y aggregate sum department_id transform filter first_name like '%d%' or first_name like '%s%' group x
1968,inn_1,Pie,Easy,"Visualize PIE SELECT decor , avg(basePrice) FROM Rooms GROUP BY decor",Show the average price of the rooms in different decor using a pie chart .,mark arc data rooms encoding x decor y aggregate mean baseprice transform group x
2421@y_name@ASC,music_1,Bar,Medium,"Visualize BAR SELECT formats , count(*) FROM files GROUP BY formats ORDER BY count(*) ASC","For each file format , return the number of artists who released songs in that format Show bar chart , and could you show in ascending by the the total number ?",mark bar data files encoding x formats y aggregate count formats transform group x sort y asc
1779@x_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , AVG(MANAGER_ID) FROM employees WHERE hire_date < '2002-06-21' GROUP BY JOB_ID ORDER BY JOB_ID ASC","For those employees who was hired before 2002-06-21 , a bar chart shows the distribution of job_id and the average of manager_id , and group by attribute job_id , and I want to show names from low to high order please .",mark bar data employees encoding x job_id y aggregate mean manager_id transform filter hire_date < '2002-06-21' group x sort x asc
1968,inn_1,Pie,Easy,"Visualize PIE SELECT decor , avg(basePrice) FROM Rooms GROUP BY decor",What is the proportion of the average base price of the rooms for each different decor ? Show me a pie chart !,mark arc data rooms encoding x decor y aggregate mean baseprice transform group x
316@x_name@DESC,bike_1,Line,Hard,"Visualize LINE SELECT date , COUNT(date) FROM weather WHERE max_temperature_f > 85 GROUP BY date ORDER BY date DESC","Give me the number of the dates when the max temperature was higher than 85 , and rank by the x-axis from high to low .",mark line data weather encoding x date y aggregate count date transform filter max_temperature_f > 85 group x sort x desc
1149,device,Bar,Easy,"Visualize BAR SELECT Software_Platform , COUNT(*) FROM device GROUP BY Software_Platform",Bar chart x axis software platform y axis the total number,mark bar data device encoding x software_platform y aggregate count software_platform transform group x
344@y_name@DESC,bike_1,Bar,Medium,"Visualize BAR SELECT date , SUM(cloud_cover) FROM weather  ORDER BY SUM(cloud_cover) DESC BIN date BY YEAR","For those dates that have the 5 highest cloud cover rates , please bin the date into Year interval and compute their total cloud cover , and order in desc by the total number .",mark bar data weather encoding x date y aggregate sum cloud_cover transform sort y desc bin x by year
3118@y_name@ASC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Neutral , Team_ID FROM basketball_match ORDER BY Team_ID ASC","Show me about the distribution of All_Neutral and Team_ID in a bar chart , and show by the Y in asc .",mark bar data basketball_match encoding x all_neutral y aggregate none team_id transform sort y asc
3033@x_name@DESC,tracking_software_problems,Bar,Medium,"Visualize BAR SELECT log_entry_description , COUNT(log_entry_description) FROM problem_log GROUP BY log_entry_description ORDER BY log_entry_description DESC","List all the log entry descriptions and count them using a bar chart , show in descending by the X-axis .",mark bar data problem_log encoding x log_entry_description y aggregate count log_entry_description transform group x sort x desc
1764,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , SUM(EMPLOYEE_ID) FROM employees WHERE hire_date < '2002-06-21' BIN HIRE_DATE BY WEEKDAY","For those employees who was hired before 2002-06-21 , give me the comparison about the sum of employee_id over the hire_date bin hire_date by weekday by a bar chart .",mark bar data employees encoding x hire_date y aggregate sum employee_id transform filter hire_date < '2002-06-21' bin x by weekday
1347,employee_hire_evaluation,Bar,Easy,"Visualize BAR SELECT Is_full_time , SUM(Employee_ID) FROM hiring GROUP BY Is_full_time","Return a bar chart about the distribution of Is_full_time and the sum of Employee_ID , and group by attribute Is_full_time .",mark bar data hiring encoding x is_full_time y aggregate sum employee_id transform group x
2913@y_name@DESC,swimming,Bar,Medium,"Visualize BAR SELECT meter_200 , AVG(meter_100) FROM swimmer GROUP BY meter_200 ORDER BY AVG(meter_100) DESC","Give me the comparison about the average of meter_100 over the meter_200 , and group by attribute meter_200 , display from high to low by the mean meter 100 .",mark bar data swimmer encoding x meter_200 y aggregate mean meter_100 transform group x sort y desc
2936@y_name@DESC,theme_gallery,Stacked Bar,Hard,"Visualize BAR SELECT Year_Join , COUNT(Year_Join) FROM artist WHERE country != 'United States' GROUP BY Name ORDER BY COUNT(Year_Join) DESC","For artist names who are not from United States , show me a stacked that the x-axis is the Year_Join and the group by name in Y , and order by the total number from high to low .",mark bar data artist encoding x year_join y aggregate count year_join transform filter country != 'united states' group name sort y desc
1602@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(SALARY) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID ORDER BY SUM(SALARY) DESC","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , a bar chart shows the distribution of job_id and the sum of salary , and group by attribute job_id , show by the y-axis in descending .","mark bar data employees encoding x job_id y aggregate sum salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort y desc"
1511@x_name@ASC,gas_company,Bar,Medium,"Visualize BAR SELECT Manager_Name , COUNT(Manager_Name) FROM gas_station GROUP BY Manager_Name ORDER BY Manager_Name ASC","How many gas stations dors each manager have ? Plot a bar chart , show by the names in ascending .",mark bar data gas_station encoding x manager_name y aggregate count manager_name transform group x sort x asc
1609,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , COUNT(JOB_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , find job_id and the amount of job_id , and group by attribute job_id , and visualize them by a bar chart .","mark bar data employees encoding x job_id y aggregate count job_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x"
3191,university_basketball,Bar,Medium,"Visualize BAR SELECT Affiliation , sum(Enrollment) FROM university WHERE founded > 1850 GROUP BY affiliation",Find the total number of students enrolled in the colleges that were founded after the year of 1850 for each affiliation type . Show bar chart .,mark bar data university encoding x affiliation y aggregate sum enrollment transform filter founded > 1850 group x
1299@y_name@ASC,e_learning,Bar,Medium,"Visualize BAR SELECT date_of_enrolment , COUNT(date_of_enrolment) FROM Student_Course_Enrolment  ORDER BY COUNT(date_of_enrolment) ASC BIN date_of_enrolment BY WEEKDAY","How many enrolment students in each day ? Return a bar chart binning date of enrolment by weekday , and list y axis from low to high order .",mark bar data student_course_enrolment encoding x date_of_enrolment y aggregate count date_of_enrolment transform sort y asc bin x by weekday
3278,wrestler,Pie,Easy,"Visualize PIE SELECT Team , COUNT(*) FROM elimination GROUP BY Team",How many eliminations did each team have . Plot them as pie chart .,mark arc data elimination encoding x team y aggregate count team transform group x
1341,employee_hire_evaluation,Bar,Easy,"Visualize BAR SELECT Start_from , AVG(Shop_ID) FROM hiring BIN Start_from BY WEEKDAY",Visualize a bar chart about the distribution of Start_from and the average of Shop_ID bin start_from by weekday .,mark bar data hiring encoding x start_from y aggregate mean shop_id transform bin x by weekday
2012,insurance_policies,Bar,Easy,"Visualize BAR SELECT Payment_Method_Code , AVG(Amount_Payment) FROM Payments GROUP BY Payment_Method_Code",What about the average amounts of payments by each method code ? You can give me a bar chart .,mark bar data payments encoding x payment_method_code y aggregate mean amount_payment transform group x
864@x_name@ASC,cre_Drama_Workshop_Groups,Line,Medium,"Visualize LINE SELECT Actual_Delivery_Date , COUNT(Actual_Delivery_Date) FROM BOOKINGS  ORDER BY Actual_Delivery_Date ASC BIN Actual_Delivery_Date BY YEAR","Can you draw the trend of the number of actual delivery date over the actual delivery date ? , and show X in asc order .",mark line data bookings encoding x actual_delivery_date y aggregate count actual_delivery_date transform sort x asc bin x by year
2816@x_name@DESC,sports_competition,Bar,Medium,"Visualize BAR SELECT Country , COUNT(Country) FROM competition GROUP BY Country ORDER BY Country DESC","A bar chart for how many competitions for each country , and display bars from high to low order .",mark bar data competition encoding x country y aggregate count country transform group x sort x desc
2107@x_name@ASC,local_govt_and_lot,Bar,Medium,"Visualize BAR SELECT customer_details , COUNT(customer_details) FROM Customers GROUP BY customer_details ORDER BY customer_details ASC","Can you draw a bar chart to show the number of items in each customer details category ? , and show in ascending by the x-axis .",mark bar data customers encoding x customer_details y aggregate count customer_details transform group x sort x asc
2919@y_name@ASC,swimming,Bar,Easy,"Visualize BAR SELECT meter_400 , meter_100 FROM swimmer ORDER BY meter_100 ASC","Give me the comparison about meter_100 over the meter_400 , could you show by the meter_100 in ascending ?",mark bar data swimmer encoding x meter_400 y aggregate none meter_100 transform sort y asc
